Gene Symbol,Description,Category,Gifts,GC Id,Relevance score, GeneCards Link
"TUFM","Tu Translation Elongation Factor, Mitochondrial","Protein Coding","41","GC16M036335","5.52196979522705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TUFM"
"VPS33B","VPS33B Late Endosome And Lysosome Associated","Protein Coding","38","GC15M090998","5.52196979522705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VPS33B"
"JAK2","Janus Kinase 2","Protein Coding","47","GC09P004985","5.50964641571045","https://www.genecards.org/cgi-bin/carddisp.pl?gene=JAK2"
"MAN1B1","Mannosidase Alpha Class 1B Member 1","Protein Coding","42","GC09P137086","5.50313711166382","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAN1B1"
"STT3A","STT3 Oligosaccharyltransferase Complex Catalytic Subunit A","Protein Coding","40","GC11P125592","5.50313711166382","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STT3A"
"MAN2A1","Mannosidase Alpha Class 2A Member 1","Protein Coding","39","GC05P109689","5.50313711166382","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAN2A1"
"ARL8B","ADP Ribosylation Factor Like GTPase 8B","Protein Coding","32","GC03P005122","5.48552465438843","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARL8B"
"CXCL1","C-X-C Motif Chemokine Ligand 1","Protein Coding","37","GC04P073869","5.48124313354492","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CXCL1"
"CXCL2","C-X-C Motif Chemokine Ligand 2","Protein Coding","35","GC04M074097","5.48124313354492","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CXCL2"
"CD14","CD14 Molecule","Protein Coding","41","GC05M140631","5.43277215957642","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD14"
"LOC117600004","CTSL Promoter Region","Biological Region","2","GC09P087724","5.39147186279297","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC117600004"
"NUP88","Nucleoporin 88","Protein Coding","35","GC17M006088","5.38338041305542","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NUP88"
"DDOST","Dolichyl-Diphosphooligosaccharide--Protein Glycosyltransferase Non-Catalytic Subunit","Protein Coding","40","GC01M020651","5.36924076080322","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DDOST"
"MAGT1","Magnesium Transporter 1","Protein Coding","36","GC0XM077989","5.36924076080322","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAGT1"
"MBL2","Mannose Binding Lectin 2","Protein Coding","42","GC10M052760","5.36277627944946","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MBL2"
"HSP90AB1","Heat Shock Protein 90 Alpha Family Class B Member 1","Protein Coding","42","GC06P044246","5.34724092483521","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSP90AB1"
"HLA-G","Major Histocompatibility Complex, Class I, G","Protein Coding","40","GC06P080301","5.30876302719116","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HLA-G"
"EGFR","Epidermal Growth Factor Receptor","Protein Coding","48","GC07P055019","5.29435253143311","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EGFR"
"VAMP8","Vesicle Associated Membrane Protein 8","Protein Coding","36","GC02P085561","5.2820463180542","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VAMP8"
"ARNTL","Aryl Hydrocarbon Receptor Nuclear Translocator Like","Protein Coding","37","GC11P013276","5.26939868927002","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARNTL"
"FASN","Fatty Acid Synthase","Protein Coding","44","GC17M082078","5.25644540786743","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FASN"
"MGAT1","Alpha-1,3-Mannosyl-Glycoprotein 2-Beta-N-Acetylglucosaminyltransferase","Protein Coding","39","GC05M181693","5.25348091125488","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MGAT1"
"RPN2","Ribophorin II","Protein Coding","36","GC20P037178","5.25348091125488","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPN2"
"TP53","Tumor Protein P53","Protein Coding","47","GC17M007661","5.25297451019287","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TP53"
"RAB7A","RAB7A, Member RAS Oncogene Family","Protein Coding","42","GC03P133819","5.22948026657104","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAB7A"
"SMN1","Survival Of Motor Neuron 1, Telomeric","Protein Coding","38","GC05P070924","5.22246885299683","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SMN1"
"NFKB1","Nuclear Factor Kappa B Subunit 1","Protein Coding","46","GC04P102501","5.20754146575928","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NFKB1"
"RIPK1","Receptor Interacting Serine/Threonine Kinase 1","Protein Coding","43","GC06P003227","5.19925117492676","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RIPK1"
"TYK2","Tyrosine Kinase 2","Protein Coding","47","GC19M010350","5.1846718788147","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TYK2"
"STAT2","Signal Transducer And Activator Of Transcription 2","Protein Coding","42","GC12M056341","5.1846718788147","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STAT2"
"DICER1","Dicer 1, Ribonuclease III","Protein Coding","43","GC14M095086","5.17716312408447","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DICER1"
"SDC4","Syndecan 4","Protein Coding","39","GC20M045325","5.16287422180176","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SDC4"
"VCP","Valosin Containing Protein","Protein Coding","44","GC09M035056","5.14468145370483","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VCP"
"PTPN11","Protein Tyrosine Phosphatase Non-Receptor Type 11","Protein Coding","47","GC12P112418","5.12268209457397","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTPN11"
"B2M","Beta-2-Microglobulin","Protein Coding","43","GC15P044711","5.12268209457397","https://www.genecards.org/cgi-bin/carddisp.pl?gene=B2M"
"TKFC","Triokinase And FMN Cyclase","Protein Coding","35","GC11P061334","5.12268209457397","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TKFC"
"NLRP12","NLR Family Pyrin Domain Containing 12","Protein Coding","39","GC19M053793","5.0813422203064","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NLRP12"
"TAB1","TGF-Beta Activated Kinase 1 (MAP3K7) Binding Protein 1","Protein Coding","37","GC22P039419","5.0813422203064","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TAB1"
"FUT8","Fucosyltransferase 8","Protein Coding","39","GC14P065411","5.04995679855347","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FUT8"
"DAD1","Defender Against Cell Death 1","Protein Coding","36","GC14M022565","5.04995679855347","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DAD1"
"AP2M1","Adaptor Related Protein Complex 2 Subunit Mu 1","Protein Coding","39","GC03P184174","5.04598045349121","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AP2M1"
"CREBBP","CREB Binding Protein","Protein Coding","47","GC16M006859","5.03638792037964","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CREBBP"
"YWHAG","Tyrosine 3-Monooxygenase/Tryptophan 5-Monooxygenase Activation Protein Gamma","Protein Coding","44","GC07M076724","5.03638792037964","https://www.genecards.org/cgi-bin/carddisp.pl?gene=YWHAG"
"RPS19","Ribosomal Protein S19","Protein Coding","43","GC19P063712","5.03638792037964","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPS19"
"YWHAH","Tyrosine 3-Monooxygenase/Tryptophan 5-Monooxygenase Activation Protein Eta","Protein Coding","42","GC22P031944","5.03638792037964","https://www.genecards.org/cgi-bin/carddisp.pl?gene=YWHAH"
"RPSA","Ribosomal Protein SA","Protein Coding","40","GC03P039406","5.03638792037964","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPSA"
"SEC23A","SEC23 Homolog A, COPII Coat Complex Component","Protein Coding","40","GC14M039031","5.03638792037964","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SEC23A"
"RPS20","Ribosomal Protein S20","Protein Coding","39","GC08M056067","5.03638792037964","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPS20"
"SEC24C","SEC24 Homolog C, COPII Coat Complex Component","Protein Coding","39","GC10P073744","5.03638792037964","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SEC24C"
"SEC24D","SEC24 Homolog D, COPII Coat Complex Component","Protein Coding","39","GC04M118722","5.03638792037964","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SEC24D"
"SNRPB","Small Nuclear Ribonucleoprotein Polypeptides B And B1","Protein Coding","39","GC20M002461","5.03638792037964","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNRPB"
"DDX20","DEAD-Box Helicase 20","Protein Coding","38","GC01P111755","5.03638792037964","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DDX20"
"RPS15A","Ribosomal Protein S15a","Protein Coding","38","GC16M018781","5.03638792037964","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPS15A"
"RPS27","Ribosomal Protein S27","Protein Coding","38","GC01P153991","5.03638792037964","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPS27"
"AAAS","Aladin WD Repeat Nucleoporin","Protein Coding","37","GC12M053307","5.03638792037964","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AAAS"
"RPS12","Ribosomal Protein S12","Protein Coding","37","GC06P132814","5.03638792037964","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPS12"
"HLA-F","Major Histocompatibility Complex, Class I, F","Protein Coding","36","GC06P080295","5.03638792037964","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HLA-F"
"RPS23","Ribosomal Protein S23","Protein Coding","36","GC05M082273","5.03638792037964","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPS23"
"RPS29","Ribosomal Protein S29","Protein Coding","36","GC14M049570","5.03638792037964","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPS29"
"RPS7","Ribosomal Protein S7","Protein Coding","36","GC02P003575","5.03638792037964","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPS7"
"SEC24B","SEC24 Homolog B, COPII Coat Complex Component","Protein Coding","36","GC04P109433","5.03638792037964","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SEC24B"
"GEMIN4","Gem Nuclear Organelle Associated Protein 4","Protein Coding","35","GC17M000744","5.03638792037964","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GEMIN4"
"RPS15","Ribosomal Protein S15","Protein Coding","35","GC19P001438","5.03638792037964","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPS15"
"RPS16","Ribosomal Protein S16","Protein Coding","35","GC19M039433","5.03638792037964","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPS16"
"RPS18","Ribosomal Protein S18","Protein Coding","34","GC06P080420","5.03638792037964","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPS18"
"RPS21","Ribosomal Protein S21","Protein Coding","34","GC20P062387","5.03638792037964","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPS21"
"SEC24A","SEC24 Homolog A, COPII Coat Complex Component","Protein Coding","34","GC05P134647","5.03638792037964","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SEC24A"
"GEMIN2","Gem Nuclear Organelle Associated Protein 2","Protein Coding","33","GC14P039114","5.03638792037964","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GEMIN2"
"RPS27L","Ribosomal Protein S27 Like","Protein Coding","33","GC15M081133","5.03638792037964","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPS27L"
"SNRPG","Small Nuclear Ribonucleoprotein Polypeptide G","Protein Coding","33","GC02M070281","5.03638792037964","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNRPG"
"GEMIN8","Gem Nuclear Organelle Associated Protein 8","Protein Coding","32","GC0XM014002","5.03638792037964","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GEMIN8"
"NUP35","Nucleoporin 35","Protein Coding","32","GC02P183117","5.03638792037964","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NUP35"
"SNRPD3","Small Nuclear Ribonucleoprotein D3 Polypeptide","Protein Coding","31","GC22P024555","5.03638792037964","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNRPD3"
"NUP42","Nucleoporin 42","Protein Coding","28","GC07P023182","5.03638792037964","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NUP42"
"ACAT1","Acetyl-CoA Acetyltransferase 1","Protein Coding","44","GC11P108121","5.02406406402588","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACAT1"
"RHEB","Ras Homolog, MTORC1 Binding","Protein Coding","43","GC07M151466","5.02406406402588","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RHEB"
"HDAC2","Histone Deacetylase 2","Protein Coding","46","GC06M113933","5.02228450775146","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HDAC2"
"NEU1","Neuraminidase 1","Protein Coding","40","GC06M031857","5.01457071304321","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NEU1"
"IFNAR1","Interferon Alpha And Beta Receptor Subunit 1","Protein Coding","41","GC21P033324","4.99120616912842","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IFNAR1"
"KEAP1","Kelch Like ECH Associated Protein 1","Protein Coding","43","GC19M010486","4.98614501953125","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KEAP1"
"KHNYN","KH And NYN Domain Containing","Protein Coding","30","GC14P031764","4.96548652648926","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KHNYN"
"SIGLEC1","Sialic Acid Binding Ig Like Lectin 1","Protein Coding","36","GC20M003686","4.9495587348938","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SIGLEC1"
"PYCARD","PYD And CARD Domain Containing","Protein Coding","37","GC16M031201","4.89016819000244","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PYCARD"
"EIF2S3","Eukaryotic Translation Initiation Factor 2 Subunit Gamma","Protein Coding","40","GC0XP024054","4.87823677062988","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EIF2S3"
"YWHAE","Tyrosine 3-Monooxygenase/Tryptophan 5-Monooxygenase Activation Protein Epsilon","Protein Coding","44","GC17M002805","4.8632755279541","https://www.genecards.org/cgi-bin/carddisp.pl?gene=YWHAE"
"APOE","Apolipoprotein E","Protein Coding","45","GC19P063844","4.82975339889526","https://www.genecards.org/cgi-bin/carddisp.pl?gene=APOE"
"TANK","TRAF Family Member Associated NFKB Activator","Protein Coding","38","GC02P161136","4.80691909790039","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TANK"
"GSK3A","Glycogen Synthase Kinase 3 Alpha","Protein Coding","43","GC19M063852","4.75507640838623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GSK3A"
"TUSC3","Tumor Suppressor Candidate 3","Protein Coding","38","GC08P015417","4.75507640838623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TUSC3"
"GALNT1","Polypeptide N-Acetylgalactosaminyltransferase 1","Protein Coding","35","GC18P035581","4.75507640838623","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GALNT1"
"RNASEL","Ribonuclease L","Protein Coding","40","GC01M182573","4.70698690414429","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNASEL"
"STX17","Syntaxin 17","Protein Coding","30","GC09P099906","4.69010162353516","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STX17"
"SIGMAR1","Sigma Non-Opioid Intracellular Receptor 1","Protein Coding","44","GC09M034634","4.68789863586426","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SIGMAR1"
"GANAB","Glucosidase II Alpha Subunit","Protein Coding","42","GC11M087128","4.66878223419189","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GANAB"
"CHMP2B","Charged Multivesicular Body Protein 2B","Protein Coding","39","GC03P087227","4.66878223419189","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CHMP2B"
"CHMP4B","Charged Multivesicular Body Protein 4B","Protein Coding","38","GC20P034015","4.66878223419189","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CHMP4B"
"RPN1","Ribophorin I","Protein Coding","38","GC03M128619","4.66878223419189","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPN1"
"CHMP7","Charged Multivesicular Body Protein 7","Protein Coding","32","GC08P023243","4.66878223419189","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CHMP7"
"COMT","Catechol-O-Methyltransferase","Protein Coding","46","GC22P019941","4.66518402099609","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COMT"
"ATP1B1","ATPase Na+/K+ Transporting Subunit Beta 1","Protein Coding","43","GC01P169105","4.641921043396","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATP1B1"
"TNNI3","Troponin I3, Cardiac Type","Protein Coding","44","GC19M055151","4.62535762786865","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNNI3"
"PARP14","Poly(ADP-Ribose) Polymerase Family Member 14","Protein Coding","32","GC03P122680","4.61905765533447","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PARP14"
"CHUK","Component Of Inhibitor Of Nuclear Factor Kappa B Kinase Complex","Protein Coding","46","GC10M100188","4.6166820526123","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CHUK"
"MAP1LC3B","Microtubule Associated Protein 1 Light Chain 3 Beta","Protein Coding","36","GC16P087384","4.6166820526123","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAP1LC3B"
"TPR","Translocated Promoter Region, Nuclear Basket Protein","Protein Coding","39","GC01M186319","4.58714818954468","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TPR"
"NUP133","Nucleoporin 133","Protein Coding","36","GC01M229484","4.58714818954468","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NUP133"
"NUP85","Nucleoporin 85","Protein Coding","35","GC17P075205","4.58714818954468","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NUP85"
"SIKE1","Suppressor Of IKBKE 1","Protein Coding","30","GC01M114769","4.58714818954468","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SIKE1"
"UVRAG","UV Radiation Resistance Associated","Protein Coding","37","GC11P075815","4.566819190979","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UVRAG"
"PARP9","Poly(ADP-Ribose) Polymerase Family Member 9","Protein Coding","35","GC03M122527","4.56261777877808","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PARP9"
"ELOC","Elongin C","Protein Coding","31","GC08M073939","4.53670215606689","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ELOC"
"HAVCR2","Hepatitis A Virus Cellular Receptor 2","Protein Coding","40","GC05M157063","4.51857566833496","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HAVCR2"
"IFNA21","Interferon Alpha 21","Protein Coding","35","GC09M021165","4.51681995391846","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IFNA21"
"IFNA6","Interferon Alpha 6","Protein Coding","35","GC09M021349","4.51681995391846","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IFNA6"
"IFNA4","Interferon Alpha 4","Protein Coding","32","GC09M021186","4.51681995391846","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IFNA4"
"CD209","CD209 Molecule","Protein Coding","39","GC19M007739","4.49887084960938","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD209"
"ULK1","Unc-51 Like Autophagy Activating Kinase 1","Protein Coding","39","GC12P131894","4.46208477020264","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ULK1"
